video_name,tag
CASES_00001_lips-relative_padding.txt,cases
CASES_00002_lips-relative_padding.txt,cases
CASES_00003_lips-relative_padding.txt,cases
CASES_00004_lips-relative_padding.txt,cases
CASES_00005_lips-relative_padding.txt,cases
CASES_00006_lips-relative_padding.txt,cases
CASES_00007_lips-relative_padding.txt,cases
CASES_00008_lips-relative_padding.txt,cases
CASES_00009_lips-relative_padding.txt,cases
CASES_00010_lips-relative_padding.txt,cases
CASES_00011_lips-relative_padding.txt,cases
CASES_00012_lips-relative_padding.txt,cases
CASES_00013_lips-relative_padding.txt,cases
CASES_00014_lips-relative_padding.txt,cases
CASES_00015_lips-relative_padding.txt,cases
CASES_00016_lips-relative_padding.txt,cases
CASES_00017_lips-relative_padding.txt,cases
CASES_00018_lips-relative_padding.txt,cases
CASES_00019_lips-relative_padding.txt,cases
CASES_00020_lips-relative_padding.txt,cases
CASES_00021_lips-relative_padding.txt,cases
CASES_00022_lips-relative_padding.txt,cases
CASES_00023_lips-relative_padding.txt,cases
CASES_00024_lips-relative_padding.txt,cases
CASES_00025_lips-relative_padding.txt,cases
CASES_00026_lips-relative_padding.txt,cases
CASES_00027_lips-relative_padding.txt,cases
CASES_00028_lips-relative_padding.txt,cases
CASES_00029_lips-relative_padding.txt,cases
CASES_00030_lips-relative_padding.txt,cases
CASES_00031_lips-relative_padding.txt,cases
CASES_00032_lips-relative_padding.txt,cases
CASES_00033_lips-relative_padding.txt,cases
CASES_00034_lips-relative_padding.txt,cases
CASES_00035_lips-relative_padding.txt,cases
CASES_00036_lips-relative_padding.txt,cases
CASES_00037_lips-relative_padding.txt,cases
CASES_00038_lips-relative_padding.txt,cases
CASES_00039_lips-relative_padding.txt,cases
CASES_00040_lips-relative_padding.txt,cases
CASES_00041_lips-relative_padding.txt,cases
CASES_00042_lips-relative_padding.txt,cases
CASES_00043_lips-relative_padding.txt,cases
CASES_00044_lips-relative_padding.txt,cases
CASES_00045_lips-relative_padding.txt,cases
CASES_00046_lips-relative_padding.txt,cases
CASES_00047_lips-relative_padding.txt,cases
CASES_00048_lips-relative_padding.txt,cases
CASES_00049_lips-relative_padding.txt,cases
CASES_00050_lips-relative_padding.txt,cases
CASES_00051_lips-relative_padding.txt,cases
CASES_00052_lips-relative_padding.txt,cases
CASES_00053_lips-relative_padding.txt,cases
CASES_00054_lips-relative_padding.txt,cases
CASES_00055_lips-relative_padding.txt,cases
CASES_00056_lips-relative_padding.txt,cases
CASES_00057_lips-relative_padding.txt,cases
CASES_00058_lips-relative_padding.txt,cases
CASES_00059_lips-relative_padding.txt,cases
CASES_00060_lips-relative_padding.txt,cases
CASES_00061_lips-relative_padding.txt,cases
CASES_00062_lips-relative_padding.txt,cases
CASES_00063_lips-relative_padding.txt,cases
CASES_00064_lips-relative_padding.txt,cases
CASES_00065_lips-relative_padding.txt,cases
CASES_00066_lips-relative_padding.txt,cases
CASES_00067_lips-relative_padding.txt,cases
CASES_00068_lips-relative_padding.txt,cases
CASES_00069_lips-relative_padding.txt,cases
CASES_00070_lips-relative_padding.txt,cases
CASES_00071_lips-relative_padding.txt,cases
CASES_00072_lips-relative_padding.txt,cases
CASES_00073_lips-relative_padding.txt,cases
CASES_00074_lips-relative_padding.txt,cases
CASES_00075_lips-relative_padding.txt,cases
CASES_00076_lips-relative_padding.txt,cases
CASES_00077_lips-relative_padding.txt,cases
CASES_00078_lips-relative_padding.txt,cases
CASES_00079_lips-relative_padding.txt,cases
CASES_00080_lips-relative_padding.txt,cases
CASES_00081_lips-relative_padding.txt,cases
CASES_00082_lips-relative_padding.txt,cases
CASES_00083_lips-relative_padding.txt,cases
CASES_00084_lips-relative_padding.txt,cases
CASES_00085_lips-relative_padding.txt,cases
CASES_00086_lips-relative_padding.txt,cases
CASES_00087_lips-relative_padding.txt,cases
CASES_00088_lips-relative_padding.txt,cases
CASES_00089_lips-relative_padding.txt,cases
CASES_00090_lips-relative_padding.txt,cases
CASES_00091_lips-relative_padding.txt,cases
CASES_00092_lips-relative_padding.txt,cases
CASES_00093_lips-relative_padding.txt,cases
CASES_00094_lips-relative_padding.txt,cases
CASES_00095_lips-relative_padding.txt,cases
CASES_00096_lips-relative_padding.txt,cases
CASES_00097_lips-relative_padding.txt,cases
CASES_00098_lips-relative_padding.txt,cases
CASES_00099_lips-relative_padding.txt,cases
CASES_00100_lips-relative_padding.txt,cases
CASES_00101_lips-relative_padding.txt,cases
CASES_00102_lips-relative_padding.txt,cases
CASES_00103_lips-relative_padding.txt,cases
CASES_00104_lips-relative_padding.txt,cases
CASES_00105_lips-relative_padding.txt,cases
CASES_00106_lips-relative_padding.txt,cases
CASES_00107_lips-relative_padding.txt,cases
CASES_00108_lips-relative_padding.txt,cases
CASES_00109_lips-relative_padding.txt,cases
CASES_00110_lips-relative_padding.txt,cases
CASES_00111_lips-relative_padding.txt,cases
CASES_00112_lips-relative_padding.txt,cases
CASES_00113_lips-relative_padding.txt,cases
CASES_00114_lips-relative_padding.txt,cases
CASES_00115_lips-relative_padding.txt,cases
CASES_00116_lips-relative_padding.txt,cases
CASES_00117_lips-relative_padding.txt,cases
CASES_00118_lips-relative_padding.txt,cases
CASES_00119_lips-relative_padding.txt,cases
CASES_00120_lips-relative_padding.txt,cases
CASES_00121_lips-relative_padding.txt,cases
CASES_00122_lips-relative_padding.txt,cases
CASES_00123_lips-relative_padding.txt,cases
CASES_00124_lips-relative_padding.txt,cases
CASES_00125_lips-relative_padding.txt,cases
CASES_00126_lips-relative_padding.txt,cases
CASES_00127_lips-relative_padding.txt,cases
CASES_00128_lips-relative_padding.txt,cases
CASES_00129_lips-relative_padding.txt,cases
CASES_00130_lips-relative_padding.txt,cases
CASES_00131_lips-relative_padding.txt,cases
CASES_00132_lips-relative_padding.txt,cases
CASES_00133_lips-relative_padding.txt,cases
CASES_00134_lips-relative_padding.txt,cases
CASES_00135_lips-relative_padding.txt,cases
CASES_00136_lips-relative_padding.txt,cases
CASES_00137_lips-relative_padding.txt,cases
CASES_00138_lips-relative_padding.txt,cases
CASES_00139_lips-relative_padding.txt,cases
CASES_00140_lips-relative_padding.txt,cases
CASES_00141_lips-relative_padding.txt,cases
CASES_00142_lips-relative_padding.txt,cases
CASES_00143_lips-relative_padding.txt,cases
CASES_00144_lips-relative_padding.txt,cases
CASES_00145_lips-relative_padding.txt,cases
CASES_00146_lips-relative_padding.txt,cases
CASES_00147_lips-relative_padding.txt,cases
CASES_00148_lips-relative_padding.txt,cases
CASES_00149_lips-relative_padding.txt,cases
CASES_00150_lips-relative_padding.txt,cases
CASES_00151_lips-relative_padding.txt,cases
CASES_00152_lips-relative_padding.txt,cases
CASES_00153_lips-relative_padding.txt,cases
CASES_00154_lips-relative_padding.txt,cases
CASES_00155_lips-relative_padding.txt,cases
CASES_00156_lips-relative_padding.txt,cases
CASES_00157_lips-relative_padding.txt,cases
CASES_00158_lips-relative_padding.txt,cases
CASES_00159_lips-relative_padding.txt,cases
CASES_00160_lips-relative_padding.txt,cases
CASES_00161_lips-relative_padding.txt,cases
CASES_00162_lips-relative_padding.txt,cases
CASES_00163_lips-relative_padding.txt,cases
CASES_00164_lips-relative_padding.txt,cases
CASES_00165_lips-relative_padding.txt,cases
CASES_00166_lips-relative_padding.txt,cases
CASES_00167_lips-relative_padding.txt,cases
CASES_00168_lips-relative_padding.txt,cases
CASES_00169_lips-relative_padding.txt,cases
CASES_00170_lips-relative_padding.txt,cases
CASES_00171_lips-relative_padding.txt,cases
CASES_00172_lips-relative_padding.txt,cases
CASES_00173_lips-relative_padding.txt,cases
CASES_00174_lips-relative_padding.txt,cases
CASES_00175_lips-relative_padding.txt,cases
CASES_00176_lips-relative_padding.txt,cases
CASES_00177_lips-relative_padding.txt,cases
CASES_00178_lips-relative_padding.txt,cases
CASES_00179_lips-relative_padding.txt,cases
CASES_00180_lips-relative_padding.txt,cases
CASES_00181_lips-relative_padding.txt,cases
CASES_00182_lips-relative_padding.txt,cases
CASES_00183_lips-relative_padding.txt,cases
CASES_00184_lips-relative_padding.txt,cases
CASES_00185_lips-relative_padding.txt,cases
CASES_00186_lips-relative_padding.txt,cases
CASES_00187_lips-relative_padding.txt,cases
CASES_00188_lips-relative_padding.txt,cases
CASES_00189_lips-relative_padding.txt,cases
CASES_00190_lips-relative_padding.txt,cases
CASES_00191_lips-relative_padding.txt,cases
CASES_00192_lips-relative_padding.txt,cases
CASES_00193_lips-relative_padding.txt,cases
CASES_00194_lips-relative_padding.txt,cases
CASES_00195_lips-relative_padding.txt,cases
CASES_00196_lips-relative_padding.txt,cases
CASES_00197_lips-relative_padding.txt,cases
CASES_00198_lips-relative_padding.txt,cases
CASES_00199_lips-relative_padding.txt,cases
CASES_00200_lips-relative_padding.txt,cases
CASES_00201_lips-relative_padding.txt,cases
CASES_00202_lips-relative_padding.txt,cases
CASES_00203_lips-relative_padding.txt,cases
CASES_00204_lips-relative_padding.txt,cases
CASES_00205_lips-relative_padding.txt,cases
CASES_00206_lips-relative_padding.txt,cases
CASES_00207_lips-relative_padding.txt,cases
CASES_00208_lips-relative_padding.txt,cases
CASES_00209_lips-relative_padding.txt,cases
CASES_00210_lips-relative_padding.txt,cases
CASES_00211_lips-relative_padding.txt,cases
CASES_00212_lips-relative_padding.txt,cases
CASES_00213_lips-relative_padding.txt,cases
CASES_00214_lips-relative_padding.txt,cases
CASES_00215_lips-relative_padding.txt,cases
CASES_00216_lips-relative_padding.txt,cases
CASES_00217_lips-relative_padding.txt,cases
CASES_00218_lips-relative_padding.txt,cases
CASES_00219_lips-relative_padding.txt,cases
CASES_00220_lips-relative_padding.txt,cases
CASES_00221_lips-relative_padding.txt,cases
CASES_00222_lips-relative_padding.txt,cases
CASES_00223_lips-relative_padding.txt,cases
CASES_00224_lips-relative_padding.txt,cases
CASES_00225_lips-relative_padding.txt,cases
CASES_00226_lips-relative_padding.txt,cases
CASES_00227_lips-relative_padding.txt,cases
CASES_00228_lips-relative_padding.txt,cases
CASES_00229_lips-relative_padding.txt,cases
CASES_00230_lips-relative_padding.txt,cases
CASES_00231_lips-relative_padding.txt,cases
CASES_00232_lips-relative_padding.txt,cases
CASES_00233_lips-relative_padding.txt,cases
CASES_00234_lips-relative_padding.txt,cases
CASES_00235_lips-relative_padding.txt,cases
CASES_00236_lips-relative_padding.txt,cases
CASES_00237_lips-relative_padding.txt,cases
CASES_00238_lips-relative_padding.txt,cases
CASES_00239_lips-relative_padding.txt,cases
CASES_00240_lips-relative_padding.txt,cases
CASES_00241_lips-relative_padding.txt,cases
CASES_00242_lips-relative_padding.txt,cases
CASES_00243_lips-relative_padding.txt,cases
CASES_00244_lips-relative_padding.txt,cases
CASES_00245_lips-relative_padding.txt,cases
CASES_00246_lips-relative_padding.txt,cases
CASES_00247_lips-relative_padding.txt,cases
CASES_00248_lips-relative_padding.txt,cases
CASES_00249_lips-relative_padding.txt,cases
CASES_00250_lips-relative_padding.txt,cases
CASES_00251_lips-relative_padding.txt,cases
CASES_00252_lips-relative_padding.txt,cases
CASES_00253_lips-relative_padding.txt,cases
CASES_00254_lips-relative_padding.txt,cases
CASES_00255_lips-relative_padding.txt,cases
CASES_00256_lips-relative_padding.txt,cases
CASES_00257_lips-relative_padding.txt,cases
CASES_00258_lips-relative_padding.txt,cases
CASES_00259_lips-relative_padding.txt,cases
CASES_00260_lips-relative_padding.txt,cases
CASES_00261_lips-relative_padding.txt,cases
CASES_00262_lips-relative_padding.txt,cases
CASES_00263_lips-relative_padding.txt,cases
CASES_00264_lips-relative_padding.txt,cases
CASES_00265_lips-relative_padding.txt,cases
CASES_00266_lips-relative_padding.txt,cases
CASES_00267_lips-relative_padding.txt,cases
CASES_00268_lips-relative_padding.txt,cases
CASES_00269_lips-relative_padding.txt,cases
CASES_00270_lips-relative_padding.txt,cases
CASES_00271_lips-relative_padding.txt,cases
CASES_00272_lips-relative_padding.txt,cases
CASES_00273_lips-relative_padding.txt,cases
CASES_00274_lips-relative_padding.txt,cases
CASES_00275_lips-relative_padding.txt,cases
CASES_00276_lips-relative_padding.txt,cases
CASES_00277_lips-relative_padding.txt,cases
CASES_00278_lips-relative_padding.txt,cases
CASES_00279_lips-relative_padding.txt,cases
CASES_00280_lips-relative_padding.txt,cases
CASES_00281_lips-relative_padding.txt,cases
CASES_00282_lips-relative_padding.txt,cases
CASES_00283_lips-relative_padding.txt,cases
CASES_00284_lips-relative_padding.txt,cases
CASES_00285_lips-relative_padding.txt,cases
CASES_00286_lips-relative_padding.txt,cases
CASES_00287_lips-relative_padding.txt,cases
CASES_00288_lips-relative_padding.txt,cases
CASES_00289_lips-relative_padding.txt,cases
CASES_00290_lips-relative_padding.txt,cases
CASES_00291_lips-relative_padding.txt,cases
CASES_00292_lips-relative_padding.txt,cases
CASES_00293_lips-relative_padding.txt,cases
CASES_00294_lips-relative_padding.txt,cases
CASES_00295_lips-relative_padding.txt,cases
CASES_00296_lips-relative_padding.txt,cases
CASES_00297_lips-relative_padding.txt,cases
CASES_00298_lips-relative_padding.txt,cases
CASES_00299_lips-relative_padding.txt,cases
CASES_00300_lips-relative_padding.txt,cases
CASES_00301_lips-relative_padding.txt,cases
CASES_00302_lips-relative_padding.txt,cases
CASES_00303_lips-relative_padding.txt,cases
CASES_00304_lips-relative_padding.txt,cases
CASES_00305_lips-relative_padding.txt,cases
CASES_00306_lips-relative_padding.txt,cases
CASES_00307_lips-relative_padding.txt,cases
CASES_00308_lips-relative_padding.txt,cases
CASES_00309_lips-relative_padding.txt,cases
CASES_00310_lips-relative_padding.txt,cases
CASES_00311_lips-relative_padding.txt,cases
CASES_00312_lips-relative_padding.txt,cases
CASES_00313_lips-relative_padding.txt,cases
CASES_00314_lips-relative_padding.txt,cases
CASES_00315_lips-relative_padding.txt,cases
CASES_00316_lips-relative_padding.txt,cases
